,Year,Player,Salary,Position,Team
16367,2008,Troy Glaus,12500000,Third Baseman,St. Louis Cardinals
16368,2008,Chris Carpenter,10500000,Pitcher,St. Louis Cardinals
16369,2008,Jason Isringhausen,8000000,Pitcher,St. Louis Cardinals
16370,2008,Mark Mulder,7000000,Pitcher,St. Louis Cardinals
16371,2008,Juan Encarnacion,6500000,Outfielder,St. Louis Cardinals
16372,2008,Braden Looper,5500000,Pitcher,St. Louis Cardinals
16373,2008,Joel Pineiro,5500000,Pitcher,St. Louis Cardinals
16374,2008,Kyle Lohse,4250000,Pitcher,St. Louis Cardinals
16375,2008,Adam Kennedy,3500000,Second Baseman,St. Louis Cardinals
16376,2008,Russ Springer,3500000,Pitcher,St. Louis Cardinals
16377,2008,Cesar Izturis,2850000,Shortstop,St. Louis Cardinals
16378,2008,Ryan Franklin,2250000,Pitcher,St. Louis Cardinals
16379,2008,Yadier Molina,1812500,Catcher,St. Louis Cardinals
16380,2008,Aaron Miles,1400000,Second Baseman,St. Louis Cardinals
16381,2008,Matt Clement,1250000,Pitcher,St. Louis Cardinals
16382,2008,Randy Flores,1000000,Pitcher,St. Louis Cardinals
16383,2008,Todd Wellemeyer,1000000,Pitcher,St. Louis Cardinals
16384,2008,Rick Ankiel,900000,Outfielder,St. Louis Cardinals
16385,2008,Jason LaRue,850000,Catcher,St. Louis Cardinals
16386,2008,Adam Wainwright,687500,Pitcher,St. Louis Cardinals
16387,2008,Ron Villone,600000,Pitcher,St. Louis Cardinals
16388,2008,Chris Duncan,439000,Outfielder,St. Louis Cardinals
16389,2008,Brad Thompson,414000,Pitcher,St. Louis Cardinals
16390,2008,Ryan Ludwick,411000,Outfielder,St. Louis Cardinals
16391,2008,Tyler Johnson,398000,Pitcher,St. Louis Cardinals
16392,2008,Skip Schumaker,396000,Outfielder,St. Louis Cardinals
16393,2008,Brendan Ryan,393000,Shortstop,St. Louis Cardinals
16394,2008,Anthony Reyes,392500,Pitcher,St. Louis Cardinals
16395,2008,Brian Barton,390000,Outfielder,St. Louis Cardinals
16396,2008,Josh Kinney,390000,Pitcher,St. Louis Cardinals
16397,2008,Kyle McClellan,390000,Pitcher,St. Louis Cardinals
16398,2008,Rico Washington,390000,Shortstop,St. Louis Cardinals
16399,2008,Carlos Zambrano,16000000,Pitcher,Chicago Cubs
16400,2008,Aramis Ramirez,15000000,Third Baseman,Chicago Cubs
16401,2008,Alfonso Soriano,14000000,Outfielder,Chicago Cubs
16402,2008,Derrek Lee,13250000,First Baseman,Chicago Cubs
16403,2008,Ted Lilly,8000000,Pitcher,Chicago Cubs
16404,2008,Ryan Dempster,7333333,Pitcher,Chicago Cubs
16405,2008,Kosuke Fukudome,7000000,Outfielder,Chicago Cubs
16406,2008,Jason Marquis,6375000,Pitcher,Chicago Cubs
16407,2008,Mark De Rosa,4750000,Second Baseman,Chicago Cubs
16408,2008,Bobby Howry,4500000,Pitcher,Chicago Cubs
16409,2008,Kerry Wood,4200000,Pitcher,Chicago Cubs
16410,2008,Scott Eyre,3800000,Pitcher,Chicago Cubs
16411,2008,Jon Lieber,3500000,Pitcher,Chicago Cubs
16412,2008,Henry Blanco,3175000,Catcher,Chicago Cubs
16413,2008,Reed Johnson,1300000,Outfielder,Chicago Cubs
16414,2008,Daryle Ward,1200000,First Baseman,Chicago Cubs
16415,2008,Michael Wuertz,860000,Pitcher,Chicago Cubs
16416,2008,Rich Hill,445000,Pitcher,Chicago Cubs
16417,2008,Carlos Marmol,430000,Pitcher,Chicago Cubs
16418,2008,Ryan Theriot,428000,Shortstop,Chicago Cubs
16419,2008,Ronny Cedeno,407000,Shortstop,Chicago Cubs
16420,2008,Mike Fontenot,405000,Second Baseman,Chicago Cubs
16421,2008,Felix Pie,401500,Outfielder,Chicago Cubs
16422,2008,Angel Guzman,401000,Pitcher,Chicago Cubs
16423,2008,Geovany Soto,401000,Catcher,Chicago Cubs
16424,2008,Kevin Hart,392500,Pitcher,Chicago Cubs
16425,2008,Carmen Pignatiello,391500,Pitcher,Chicago Cubs
16426,2008,Randy Johnson,15100546,Pitcher,Arizona Diamondbacks
16427,2008,Doug Davis,7750000,Pitcher,Arizona Diamondbacks
16428,2008,Eric Byrnes,6666666,Outfielder,Arizona Diamondbacks
16429,2008,Orlando Hudson,6250000,Second Baseman,Arizona Diamondbacks
16430,2008,Brandon Webb,5500000,Pitcher,Arizona Diamondbacks
16431,2008,Danny Haren,4050000,Pitcher,Arizona Diamondbacks
16432,2008,Chad Tracy,4000000,Third Baseman,Arizona Diamondbacks
16433,2008,Brandon Lyon,3125000,Pitcher,Arizona Diamondbacks
16434,2008,Juan Cruz,1937500,Pitcher,Arizona Diamondbacks
16435,2008,Chris Snyder,1875000,Catcher,Arizona Diamondbacks
16436,2008,Stephen Drew,1500000,Shortstop,Arizona Diamondbacks
16437,2008,Chad Qualls,1312500,Pitcher,Arizona Diamondbacks
16438,2008,Chris Burke,955000,Outfielder,Arizona Diamondbacks
16439,2008,Augie Ojeda,550000,Shortstop,Arizona Diamondbacks
16440,2008,Conor Jackson,419500,First Baseman,Arizona Diamondbacks
16441,2008,Edgar Gerardo Gonzalez,411000,Pitcher,Arizona Diamondbacks
16442,2008,Robby Hammock,409500,Catcher,Arizona Diamondbacks
16443,2008,Brandon Medders,409500,Pitcher,Arizona Diamondbacks
16444,2008,Chris B. Young,406000,Outfielder,Arizona Diamondbacks
16445,2008,Tony (Antonio) Pena,405500,Pitcher,Arizona Diamondbacks
16446,2008,Micah Owings,402000,Pitcher,Arizona Diamondbacks
16447,2008,Miguel Montero,400500,Catcher,Arizona Diamondbacks
16448,2008,Doug Slaten,400500,Pitcher,Arizona Diamondbacks
16449,2008,Mark Reynolds,396500,Shortstop,Arizona Diamondbacks
16450,2008,Yusmeiro Petit,394000,Pitcher,Arizona Diamondbacks
16451,2008,Jeff Salazar,393000,Outfielder,Arizona Diamondbacks
16452,2008,Justin Upton,393000,Outfielder,Arizona Diamondbacks
16453,2008,Alex Romero,390000,Outfielder,Arizona Diamondbacks
16454,2008,Rafael Furcal,15730195,Shortstop,Los Angeles Dodgers
16455,2008,Jason Schmidt,15217401,Pitcher,Los Angeles Dodgers
16456,2008,Andruw Jones,14726910,Outfielder,Los Angeles Dodgers
16457,2008,Derek Lowe,10000000,Pitcher,Los Angeles Dodgers
16458,2008,Nomar Garciaparra,9516697,First Baseman,Los Angeles Dodgers
16459,2008,Brad Penny,9250000,Pitcher,Los Angeles Dodgers
16460,2008,Jeff Kent,9000000,Second Baseman,Los Angeles Dodgers
16461,2008,Juan Pierre,8000000,Outfielder,Los Angeles Dodgers
16462,2008,Esteban Loaiza,7500000,Pitcher,Los Angeles Dodgers
16463,2008,Hiroki Kuroda,7433333,Pitcher,Los Angeles Dodgers
16464,2008,Takashi Saito,2000000,Pitcher,Los Angeles Dodgers
16465,2008,Joe Beimel,1925000,Pitcher,Los Angeles Dodgers
16466,2008,Scott Proctor,1115000,Pitcher,Los Angeles Dodgers
16467,2008,Gary Bennett,825000,Catcher,Los Angeles Dodgers
16468,2008,Mark Sweeney,600000,First Baseman,Los Angeles Dodgers
16469,2008,Russell Martin,500000,Catcher,Los Angeles Dodgers
16470,2008,Jonathan Broxton,454000,Pitcher,Los Angeles Dodgers
16471,2008,Andre Ethier,424500,Outfielder,Los Angeles Dodgers
16472,2008,Chad Billingsley,415000,Pitcher,Los Angeles Dodgers
16473,2008,James Loney,411000,First Baseman,Los Angeles Dodgers
16474,2008,Matt Kemp,406000,Outfielder,Los Angeles Dodgers
16475,2008,Angel Chavez,400000,Third Baseman,Los Angeles Dodgers
16476,2008,Tony Abreu,393000,Third Baseman,Los Angeles Dodgers
16477,2008,Andy LaRoche,392500,Third Baseman,Los Angeles Dodgers
16478,2008,Hong-Chih Kuo,392000,Pitcher,Los Angeles Dodgers
16479,2008,Delwyn Young,391000,Outfielder,Los Angeles Dodgers
16480,2008,Blake DeWitt,390000,Third Baseman,Los Angeles Dodgers
16481,2008,Chin-Lung Hu,390000,Shortstop,Los Angeles Dodgers
16482,2008,Ramon Troncoso,390000,Pitcher,Los Angeles Dodgers
16483,2008,Barry Zito,14500000,Pitcher,San Francisco Giants
16484,2008,Aaron Rowand,9600000,Outfielder,San Francisco Giants
16485,2008,Randy Winn,8875000,Outfielder,San Francisco Giants
16486,2008,Ray Durham,7500000,Second Baseman,San Francisco Giants
16487,2008,Dave Roberts,6500000,Outfielder,San Francisco Giants
16488,2008,Bengie Molina,6250000,Catcher,San Francisco Giants
16489,2008,Omar Vizquel,5000000,Shortstop,San Francisco Giants
16490,2008,Rich Aurilia,4500000,Third Baseman,San Francisco Giants
16491,2008,Noah Lowry,2500000,Pitcher,San Francisco Giants
16492,2008,Brad Hennessey,1600000,Pitcher,San Francisco Giants
16493,2008,Kevin Correia,1075000,Pitcher,San Francisco Giants
16494,2008,Matt Cain,950000,Pitcher,San Francisco Giants
16495,2008,Vinny Chulk,837500,Pitcher,San Francisco Giants
16496,2008,Tyler Walker,750000,Pitcher,San Francisco Giants
16497,2008,Jose Castillo,650000,Shortstop,San Francisco Giants
16498,2008,Tim Lincecum,405000,Pitcher,San Francisco Giants
16499,2008,Jack Taschner,400500,Pitcher,San Francisco Giants
16500,2008,Kevin Frandsen,397500,Second Baseman,San Francisco Giants
16501,2008,Jonathan Sanchez,395000,Pitcher,San Francisco Giants
16502,2008,Rajai Davis,392500,Outfielder,San Francisco Giants
16503,2008,Brian Wilson,392500,Pitcher,San Francisco Giants
16504,2008,Fred Lewis,392000,Outfielder,San Francisco Giants
16505,2008,Dan Ortmeier,392000,First Baseman,San Francisco Giants
16506,2008,Brian Bocock,390000,Shortstop,San Francisco Giants
16507,2008,Stephen Holm,390000,Catcher,San Francisco Giants
16508,2008,Erick Threets,390000,Pitcher,San Francisco Giants
16509,2008,Merkin Valdez,390000,Pitcher,San Francisco Giants
16510,2008,Eugenio Velez,390000,Second Baseman,San Francisco Giants
16511,2008,Keiichi Yabu,390000,Pitcher,San Francisco Giants
16512,2008,CC Sabathia,11000000,Pitcher,Cleveland Indians
16513,2008,Jake Westbrook,10000000,Pitcher,Cleveland Indians
16514,2008,Travis Hafner,8050000,Designated Hitter,Cleveland Indians
16515,2008,Paul Byrd,7500000,Pitcher,Cleveland Indians
16516,2008,Casey Blake,6100000,Third Baseman,Cleveland Indians
16517,2008,Victor Martinez,4450000,Catcher,Cleveland Indians
16518,2008,Joe Borowski,4000000,Pitcher,Cleveland Indians
16519,2008,Cliff Lee,4000000,Pitcher,Cleveland Indians
16520,2008,David Dellucci,3750000,Outfielder,Cleveland Indians
16521,2008,Grady Sizemore,3166666,Outfielder,Cleveland Indians
16522,2008,Masahide Kobayashi,3000000,Pitcher,Cleveland Indians
16523,2008,Jhonny Peralta,2500000,Shortstop,Cleveland Indians
16524,2008,Jason Michaels,2200000,Outfielder,Cleveland Indians
16525,2008,Jamey Carroll,2150000,Second Baseman,Cleveland Indians
16526,2008,Rafael Betancourt,2050000,Pitcher,Cleveland Indians
16527,2008,Jorge Julio,1000000,Pitcher,Cleveland Indians
16528,2008,Fausto Carmona,457800,Pitcher,Cleveland Indians
16529,2008,Ryan Garko,420100,First Baseman,Cleveland Indians
16530,2008,Rafael Perez,406700,Pitcher,Cleveland Indians
16531,2008,Franklin Gutierrez,404400,Outfielder,Cleveland Indians
16532,2008,Kelly Shoppach,404100,Catcher,Cleveland Indians
16533,2008,Asdrubal Cabrera,393300,Shortstop,Cleveland Indians
16534,2008,Jensen Lewis,393000,Pitcher,Cleveland Indians
16535,2008,Craig Breslow,392000,Pitcher,Cleveland Indians
16536,2008,Andy Marte,391600,Third Baseman,Cleveland Indians
16537,2008,Shin-Soo Choo,390400,Outfielder,Cleveland Indians
16538,2008,Ichiro Suzuki,17102149,Outfielder,Seattle Mariners
16539,2008,Richie Sexson,15500000,First Baseman,Seattle Mariners
16540,2008,Adrian Beltre,13400000,Third Baseman,Seattle Mariners
16541,2008,Jarrod Washburn,9850000,Pitcher,Seattle Mariners
16542,2008,Miguel Batista,9500000,Pitcher,Seattle Mariners
16543,2008,Jose Vidro,8500000,Designated Hitter,Seattle Mariners
16544,2008,Carlos Silva,8250000,Pitcher,Seattle Mariners
16545,2008,Erik Bedard,7000000,Pitcher,Seattle Mariners
16546,2008,Kenji Johjima,6383333,Catcher,Seattle Mariners
16547,2008,Raul Ibanez,5500000,Outfielder,Seattle Mariners
16548,2008,J.J. Putz,4400000,Pitcher,Seattle Mariners
16549,2008,Brad Wilkerson,3000000,Outfielder,Seattle Mariners
16550,2008,Jose C. Lopez,1750000,Second Baseman,Seattle Mariners
16551,2008,Yuniesky Betancourt-Perez,1550000,Shortstop,Seattle Mariners
16552,2008,Willie Bloomquist,1000000,Second Baseman,Seattle Mariners
16553,2008,Miguel Cairo,850000,First Baseman,Seattle Mariners
16554,2008,Felix Hernandez,540000,Pitcher,Seattle Mariners
16555,2008,Jamie Burke,435000,Catcher,Seattle Mariners
16556,2008,Sean Green,405000,Pitcher,Seattle Mariners
16557,2008,Eric O'Flaherty,400000,Pitcher,Seattle Mariners
16558,2008,Ryan Rowland-Smith,395000,Pitcher,Seattle Mariners
16559,2008,Mike Morse,393500,Third Baseman,Seattle Mariners
16560,2008,Cha Seung Baek,392500,Pitcher,Seattle Mariners
16561,2008,Anderson Garcia,390000,Pitcher,Seattle Mariners
16562,2008,Charlton Jimerson,390000,Outfielder,Seattle Mariners
16563,2008,Mark Lowe,390000,Pitcher,Seattle Mariners
16564,2008,Kevin Gregg,2500000,Pitcher,Florida Marlins
16565,2008,Andrew Miller,2212500,Pitcher,Florida Marlins
16566,2008,Luis E. Gonzalez,2000000,Outfielder,Florida Marlins
16567,2008,Mark Hendrickson,1500000,Pitcher,Florida Marlins
16568,2008,Sergio Mitre,1200000,Pitcher,Florida Marlins
16569,2008,Alfredo Amezaga,945000,Shortstop,Florida Marlins
16570,2008,Justin Miller,750000,Pitcher,Florida Marlins
16571,2008,Matt Treanor,705000,Catcher,Florida Marlins
16572,2008,Jorge Cantu,500000,Second Baseman,Florida Marlins
16573,2008,Hanley Ramirez,439000,Shortstop,Florida Marlins
16574,2008,Dan Uggla,417000,Second Baseman,Florida Marlins
16575,2008,Scott Olsen,405000,Pitcher,Florida Marlins
16576,2008,Josh Willingham,405000,Outfielder,Florida Marlins
16577,2008,Lee Gardner,402500,Pitcher,Florida Marlins
16578,2008,Jeremy Hermida,395000,Outfielder,Florida Marlins
16579,2008,Mike Jacobs,395000,First Baseman,Florida Marlins
16580,2008,Matt Lindstrom,395000,Pitcher,Florida Marlins
16581,2008,Taylor Tankersley,392500,Pitcher,Florida Marlins
16582,2008,Renyel Pinto,391500,Pitcher,Florida Marlins
16583,2008,Henricus Vandenhurk,391500,Pitcher,Florida Marlins
16584,2008,Robert Andino,390000,Shortstop,Florida Marlins
16585,2008,Brett Carroll,390000,Outfielder,Florida Marlins
16586,2008,Alejandro De Aza,390000,Outfielder,Florida Marlins
16587,2008,Harvey Garcia,390000,Pitcher,Florida Marlins
16588,2008,Paul Hoover,390000,Catcher,Florida Marlins
16589,2008,Josh Johnson,390000,Pitcher,Florida Marlins
16590,2008,Logan Kensing,390000,Pitcher,Florida Marlins
16591,2008,Ricky Nolasco,390000,Pitcher,Florida Marlins
16592,2008,Henry Owens,390000,Pitcher,Florida Marlins
16593,2008,Mike Rabelo,390000,Catcher,Florida Marlins
16594,2008,Cody Ross,390000,Outfielder,Florida Marlins
16595,2008,Anibal Sanchez,390000,Pitcher,Florida Marlins
16596,2008,Jason Wood,390000,Shortstop,Florida Marlins
16597,2008,Carlos Beltran,18622809,Outfielder,New York Mets
16598,2008,Johan Santana,16984216,Pitcher,New York Mets
16599,2008,Carlos Delgado,16000000,First Baseman,New York Mets
16600,2008,Pedro J. Martinez,11813351,Pitcher,New York Mets
16601,2008,Billy Wagner,10500000,Pitcher,New York Mets
16602,2008,Moises Alou,7500000,Outfielder,New York Mets
16603,2008,Orlando Hernandez,7000000,Pitcher,New York Mets
16604,2008,Oliver Perez,6500000,Pitcher,New York Mets
16605,2008,Luis A. Castillo,6250000,Second Baseman,New York Mets
16606,2008,David Wright,5250000,Third Baseman,New York Mets
16607,2008,Brian Schneider,4900000,Catcher,New York Mets
16608,2008,Jose Reyes,4375000,Shortstop,New York Mets
16609,2008,Scott Schoeneweis,3600000,Pitcher,New York Mets
16610,2008,Ryan Church,2000000,Outfielder,New York Mets
16611,2008,Jorge Sosa,2000000,Pitcher,New York Mets
16612,2008,Mike Pelfrey,1987500,Pitcher,New York Mets
16613,2008,Ramon Castro,1975000,Catcher,New York Mets
16614,2008,Endy Chavez,1800000,Outfielder,New York Mets
16615,2008,Aaron Heilman,1200000,Pitcher,New York Mets
16616,2008,Matt Wise,1200000,Pitcher,New York Mets
16617,2008,Marlon Anderson,1050000,Second Baseman,New York Mets
16618,2008,Pedro Feliciano,1025000,Pitcher,New York Mets
16619,2008,Damion Easley,950000,Second Baseman,New York Mets
16620,2008,Duaner Sanchez,850000,Pitcher,New York Mets
16621,2008,John Maine,450000,Pitcher,New York Mets
16622,2008,Ambiorix Burgos,415000,Pitcher,New York Mets
16623,2008,Brian Stokes,402000,Pitcher,New York Mets
16624,2008,Angel Pagan,401500,Outfielder,New York Mets
16625,2008,Joe Smith,398000,Pitcher,New York Mets
16626,2008,Jason Vargas,394000,Pitcher,New York Mets
16627,2008,Chad Cordero,6200000,Pitcher,Washington Nationals
16628,2008,Nick Johnson,5500000,First Baseman,Washington Nationals
16629,2008,Austin Kearns,5000000,Outfielder,Washington Nationals
16630,2008,Paul Lo Duca,5000000,Catcher,Washington Nationals
16631,2008,Dmitri Young,5000000,First Baseman,Washington Nationals
16632,2008,Felipe Lopez,4900000,Shortstop,Washington Nationals
16633,2008,Cristian Guzman,4200000,Shortstop,Washington Nationals
16634,2008,Wily Mo Pena,2000000,Outfielder,Washington Nationals
16635,2008,Luis Ayala,1700000,Pitcher,Washington Nationals
16636,2008,Ronnie Belliard,1600000,Second Baseman,Washington Nationals
16637,2008,Rob Mackowiak,1500000,Outfielder,Washington Nationals
16638,2008,Jesus Colome,1250000,Pitcher,Washington Nationals
16639,2008,Johnny Estrada,1250000,Catcher,Washington Nationals
16640,2008,Jon Rauch,1200000,Pitcher,Washington Nationals
16641,2008,Aaron Boone,1000000,First Baseman,Washington Nationals
16642,2008,Tim Redding,1000000,Pitcher,Washington Nationals
16643,2008,Ray King,850000,Pitcher,Washington Nationals
16644,2008,Odalis Perez,850000,Pitcher,Washington Nationals
16645,2008,Willie Harris,800000,Outfielder,Washington Nationals
16646,2008,Ryan Zimmerman,465000,Third Baseman,Washington Nationals
16647,2008,Ryan Wagner,450000,Pitcher,Washington Nationals
16648,2008,Saul Rivera,436000,Pitcher,Washington Nationals
16649,2008,Matt Chico,409000,Pitcher,Washington Nationals
16650,2008,Jason Bergmann,404000,Pitcher,Washington Nationals
16651,2008,Lastings Milledge,402500,Outfielder,Washington Nationals
16652,2008,Shawn Hill,402000,Pitcher,Washington Nationals
16653,2008,Jesus Flores,400000,Catcher,Washington Nationals
16654,2008,Joel Hanrahan,400000,Pitcher,Washington Nationals
16655,2008,Elijah Dukes,392500,Outfielder,Washington Nationals
16656,2008,Aubrey Huff,8000000,Third Baseman,Baltimore Orioles
16657,2008,Melvin Mora,7826914,Third Baseman,Baltimore Orioles
16658,2008,Ramon Hernandez,7500000,Catcher,Baltimore Orioles
16659,2008,Brian Roberts,6300000,Second Baseman,Baltimore Orioles
16660,2008,Danys Baez,6166666,Pitcher,Baltimore Orioles
16661,2008,Jay Payton,5000000,Outfielder,Baltimore Orioles
16662,2008,Jamie Walker,4500000,Pitcher,Baltimore Orioles
16663,2008,Kevin Millar,3800000,First Baseman,Baltimore Orioles
16664,2008,Chad Bradford,3666666,Pitcher,Baltimore Orioles
16665,2008,Daniel Cabrera,2875000,Pitcher,Baltimore Orioles
16666,2008,Steve Trachsel,1500000,Pitcher,Baltimore Orioles
16667,2008,George Sherrill,980000,Pitcher,Baltimore Orioles
16668,2008,Adam Loewen,816000,Pitcher,Baltimore Orioles
16669,2008,Jeremy Guthrie,770000,Pitcher,Baltimore Orioles
16670,2008,Fernando Cabrera,575000,Pitcher,Baltimore Orioles
16671,2008,Greg Aquino,500000,Pitcher,Baltimore Orioles
16672,2008,Nick Markakis,455000,Outfielder,Baltimore Orioles
16673,2008,Chris Ray,445000,Pitcher,Baltimore Orioles
16674,2008,Luke Scott,430000,Outfielder,Baltimore Orioles
16675,2008,Guillermo Quiroz,400000,Catcher,Baltimore Orioles
16676,2008,Matt Albers,395000,Pitcher,Baltimore Orioles
16677,2008,Brian Burress,395000,Pitcher,Baltimore Orioles
16678,2008,Randor Bierd,390000,Pitcher,Baltimore Orioles
16679,2008,Freddie Bynum,390000,Shortstop,Baltimore Orioles
16680,2008,Rocky Cherry,390000,Pitcher,Baltimore Orioles
16681,2008,Brandon Fahey,390000,Shortstop,Baltimore Orioles
16682,2008,Luis Hernandez,390000,Shortstop,Baltimore Orioles
16683,2008,James Hoey,390000,Pitcher,Baltimore Orioles
16684,2008,Adam Jones,390000,Outfielder,Baltimore Orioles
16685,2008,Scott Moore,390000,Third Baseman,Baltimore Orioles
16686,2008,Troy Patton,390000,Pitcher,Baltimore Orioles
16687,2008,Dennis Sarfate,390000,Pitcher,Baltimore Orioles
16688,2008,Greg Maddux,10000000,Pitcher,San Diego Padres
16689,2008,Brian Giles,9666666,Outfielder,San Diego Padres
16690,2008,Jim Edmonds,8000000,Outfielder,San Diego Padres
16691,2008,Trevor Hoffman,7500000,Pitcher,San Diego Padres
16692,2008,Jake Peavy,6500000,Pitcher,San Diego Padres
16693,2008,Randy Wolf,4750000,Pitcher,San Diego Padres
16694,2008,Khalil Greene,4500000,Shortstop,San Diego Padres
16695,2008,Tadahito Iguchi,3850000,Second Baseman,San Diego Padres
16696,2008,Michael Barrett,3500000,Catcher,San Diego Padres
16697,2008,Chris R. Young,2625000,Pitcher,San Diego Padres
16698,2008,Josh Bard,2237500,Catcher,San Diego Padres
16699,2008,Mark Prior,1000000,Pitcher,San Diego Padres
16700,2008,Tony Clark,900000,First Baseman,San Diego Padres
16701,2008,Adrian Gonzalez,875000,First Baseman,San Diego Padres
16702,2008,Glendon Rusch,850000,Pitcher,San Diego Padres
16703,2008,Jody Gerut,700000,Outfielder,San Diego Padres
16704,2008,Wilfredo Ledezma,620000,Pitcher,San Diego Padres
16705,2008,Heath Bell,420000,Pitcher,San Diego Padres
16706,2008,Cla Meredith,415000,Pitcher,San Diego Padres
16707,2008,Clay Hensley,410000,Pitcher,San Diego Padres
16708,2008,Kevin Kouzmanoff,410000,Third Baseman,San Diego Padres
16709,2008,Scott Hairston,406000,Outfielder,San Diego Padres
16710,2008,Justin Germano,404500,Pitcher,San Diego Padres
16711,2008,Justin Hampson,402500,Pitcher,San Diego Padres
16712,2008,Joe Thatcher,393000,Pitcher,San Diego Padres
16713,2008,Paul McAnulty,391250,Outfielder,San Diego Padres
16714,2008,Tim Stauffer,391200,Pitcher,San Diego Padres
16715,2008,Callix Crabbe,390000,Second Baseman,San Diego Padres
16716,2008,Enrique Gonzalez,390000,Pitcher,San Diego Padres
16717,2008,Carlos Guevara,390000,Pitcher,San Diego Padres
16718,2008,Justin Huber,390000,Outfielder,San Diego Padres
16719,2008,Pat Burrell,14250000,Outfielder,Philadelphia Phillies
16720,2008,Ryan Howard,10000000,First Baseman,Philadelphia Phillies
16721,2008,Brett Myers,8583333,Pitcher,Philadelphia Phillies
16722,2008,Jimmy Rollins,8000000,Shortstop,Philadelphia Phillies
16723,2008,Adam Eaton,7958333,Pitcher,Philadelphia Phillies
16724,2008,Chase Utley,7785714,Second Baseman,Philadelphia Phillies
16725,2008,Brad Lidge,6350000,Pitcher,Philadelphia Phillies
16726,2008,Jamie Moyer,6000000,Pitcher,Philadelphia Phillies
16727,2008,Tom Gordon,5500000,Pitcher,Philadelphia Phillies
16728,2008,Geoff Jenkins,5000000,Outfielder,Philadelphia Phillies
16729,2008,J.C. Romero,3250000,Pitcher,Philadelphia Phillies
16730,2008,Pedro Feliz,3000000,Third Baseman,Philadelphia Phillies
16731,2008,Wes Helms,2400000,Third Baseman,Philadelphia Phillies
16732,2008,Jayson Werth,1700000,Outfielder,Philadelphia Phillies
16733,2008,Ryan Madson,1400000,Pitcher,Philadelphia Phillies
16734,2008,Chad Durbin,900000,Pitcher,Philadelphia Phillies
16735,2008,So Taguchi,900000,Outfielder,Philadelphia Phillies
16736,2008,Eric Bruntlett,600000,Shortstop,Philadelphia Phillies
16737,2008,Cole Hamels,500000,Pitcher,Philadelphia Phillies
16738,2008,Shane Victorino,480000,Outfielder,Philadelphia Phillies
16739,2008,Kyle Kendrick,445000,Pitcher,Philadelphia Phillies
16740,2008,Greg Dobbs,440000,Third Baseman,Philadelphia Phillies
16741,2008,Carlos Ruiz,425000,Catcher,Philadelphia Phillies
16742,2008,Clay Condrey,420000,Pitcher,Philadelphia Phillies
16743,2008,Chris Coste,415000,Catcher,Philadelphia Phillies
16744,2008,Francisco Rosario,395000,Pitcher,Philadelphia Phillies
16745,2008,Mike Zagurski,392500,Pitcher,Philadelphia Phillies
16746,2008,Tim Lahey,390000,Pitcher,Philadelphia Phillies
16747,2008,Scott Mathieson,390000,Pitcher,Philadelphia Phillies
16748,2008,Matt Morris,10037283,Pitcher,Pittsburgh Pirates
16749,2008,Jack Wilson,6650000,Shortstop,Pittsburgh Pirates
16750,2008,Jason Bay,6000000,Outfielder,Pittsburgh Pirates
16751,2008,Adam LaRoche,5000000,First Baseman,Pittsburgh Pirates
16752,2008,Freddy Sanchez,4150000,Second Baseman,Pittsburgh Pirates
16753,2008,Xavier Nady,3350000,Outfielder,Pittsburgh Pirates
16754,2008,Damaso Marte,2150000,Pitcher,Pittsburgh Pirates
16755,2008,Jose A. Bautista,1800000,Third Baseman,Pittsburgh Pirates
16756,2008,John Grabow,1135000,Pitcher,Pittsburgh Pirates
16757,2008,Chris Gomez,1000000,Shortstop,Pittsburgh Pirates
16758,2008,Tyler Yates,800000,Pitcher,Pittsburgh Pirates
16759,2008,Doug Mientkiewicz,750000,First Baseman,Pittsburgh Pirates
16760,2008,Luis Rivas,525000,Second Baseman,Pittsburgh Pirates
16761,2008,Matt Capps,435500,Pitcher,Pittsburgh Pirates
16762,2008,Ian Snell,435000,Pitcher,Pittsburgh Pirates
16763,2008,Nate McLouth,425000,Outfielder,Pittsburgh Pirates
16764,2008,Paul Maholm,424500,Pitcher,Pittsburgh Pirates
16765,2008,Ronny Paulino,423500,Catcher,Pittsburgh Pirates
16766,2008,Tom Gorzelanny,419000,Pitcher,Pittsburgh Pirates
16767,2008,Ryan Doumit,412000,Catcher,Pittsburgh Pirates
16768,2008,Chris Duffy,403500,Outfielder,Pittsburgh Pirates
16769,2008,Zach Duke,400000,Pitcher,Pittsburgh Pirates
16770,2008,Franquelis Osoria,393000,Pitcher,Pittsburgh Pirates
16771,2008,Nyjer Morgan,391000,Outfielder,Pittsburgh Pirates
16772,2008,Phillip Dumatrait,390500,Pitcher,Pittsburgh Pirates
16773,2008,Evan Meek,390000,Pitcher,Pittsburgh Pirates
16774,2008,Vicente Padilla,11000000,Pitcher,Texas Rangers
16775,2008,Kevin Millwood,10368892,Pitcher,Texas Rangers
16776,2008,Michael Young,6174974,Shortstop,Texas Rangers
16777,2008,Hank Blalock,6000000,Third Baseman,Texas Rangers
16778,2008,Milton Bradley,5250000,Outfielder,Texas Rangers
16779,2008,Frank Catalanotto,4000000,Outfielder,Texas Rangers
16780,2008,Jason Jennings,4000000,Pitcher,Texas Rangers
16781,2008,Ben Broussard,3850000,First Baseman,Texas Rangers
